Id|Code|Name|County|Agency|Partner
B5CC78C7-4F27-4AC9-9B6C-01C621788B1A|19987|Mbiini Dispensary|MAKUENI||
F537EA65-A0CA-4225-BD49-01C75A8092FB|11764|Sagala Health Centre|TAITA TAVETA||
7D871B31-B375-4FAD-A787-01D9397F6E09|14331|Chepchabas Dispensary|BOMET|DOD|HJF-South Rift Valley
7CFC0D1B-7B36-4588-9631-01E12A62C98E|12576|Mumoni Dispensary|KITUI||
2DD18D36-7B46-41EA-A8E5-01E1A4E27F51|18209|Kapsiw Dispensary|ELGEYO/MARAKWET||
CFE21F49-84F4-429A-9055-01E41F3F8BC4|20670|Cana Medical Clinic|MACHAKOS||
C15D7F64-CB30-4F4B-8292-01EC9015B94D|20200|Metropolitan Medical Clinic - Kehancha|MIGORI||
4C322D0B-35FD-4F98-8488-01F20AE31E01|12682|Nyaani Dispensary|KITUI||
084EAF06-1BE4-41B8-A4E8-01F54D1744B2|14876|Kimondi Forest Dispensary|NANDI|DOD|HJF-South Rift Valley
49BDB6CC-0FA7-47D4-914B-01F710901FC1|10943|Polly Jam Medical Clinic|MURANG'A||
A9E43962-CFFB-4A45-B004-01FFFC2105A3|19539|Focus Outreach Medical Mission|NAIROBI||
BD436DBB-3159-4506-8286-020488555B00|14221|Bible Faith Church Medical Services Dispensary|WEST POKOT||
B20817CE-1B95-4FA6-BBF9-020659C9D90F|10632|Kirimukuyu Medical Clinic|NYERI||
49E9BD38-9C31-44C1-9040-020B0B39ABB1|11008|Shwak Medical Clinic|KIAMBU||
6E5EDA72-E93B-4E6B-B8B9-020BBCE4029D|13770|Manyuanda Sub county Hospital|KISUMU|DOD|HJF-Kisumu West
917D4165-3D61-40D9-8FFB-020C24E0ED3C|12125|Kagoji Dispensary|MERU||
B58099D0-7B0A-45B5-B0D4-020F1F83448D|11775|Skans Health Care Centre|MOMBASA||
7F6CC602-1235-4B6E-BDEF-021DB5D1C380|18415|The Hope Medical Centre-Awasi|KISUMU|CDC|CIHEB ENTRENCH
4F9FCCDE-F9F7-491E-A148-021E6DAABE67|20079|Community Action for Rural Developement  VCT|HOMA BAY||
7A26F7D2-0295-4911-A2DB-022999F2361D|18396|Barding Dispensary|SIAYA|CDC|CHS Shinda Tena
88ACF3ED-047E-41A8-9F6D-0231E8BFA8AF|18175|Rokimwi Clinic|KIRINYAGA||
7F21CDED-DFC7-4E93-8A61-02342CEDB858|15837|Butonge Dispensary|BUNGOMA||
8577547D-FBF8-4AD7-B6BF-0234527A65AE|16099|Sacha Health Centre|BUNGOMA||
FDF24CF9-4C37-4D11-91F3-02386644DA1D|10764|Mukuyu Medical Clinic|MURANG'A||
DF811B97-A4E8-44A7-A2AB-023B65C01D9F|10617|Kinyangi Health Centre|MURANG'A||
6038A116-7538-11EC-90D6-0242AC120003|27408|Bomu Medical Centre - Old Town|MOMBASA|CDC|Bomu Hospital Affiliated Sites
6038A756-7538-11EC-90D6-0242AC120003|26816|Kyumbi CHS Dice|MACHAKOS|USAID|CIHEB IMARA
6038A3A0-7538-11EC-90D6-0242AC120003|17799|Ololua Dispensary|KAJIADO|USAID|USAID Fahari ya Jamii
6038A4CC-7538-11EC-90D6-0242AC120003|23202|LESSOS MEDICAL CLINIC|NANDI|DOD|HJF-South Rift Valley
6038A5DA-7538-11EC-90D6-0242AC120003|20939|I Choose Life Africa (Bomet)|BOMET||
60389EDC-7538-11EC-90D6-0242AC120003|21404|Teens Watch Centre|KWALE|USAID|USAID Stawisha Pwani
CA04E2FE-7CC2-11EB-9439-0242AC130002|23414|Kware Dispensary|NAIROBI|CDC|CIHEB CONNECT
D0158F28-F903-11EB-9A03-0242AC130003|24563|Nairobi Adventist Hospital|NAIROBI|CDC|CHAK CHAP Uzima
FB4AB201-202F-4C88-BF4E-0243F8ADEAEF|18278|Healthways Medical Centre|NAIROBI||
36EE3E24-C726-41C9-BF5B-024606D44467|15943|Kibisi Dispensary|BUNGOMA||
BFF73105-B7A8-4D21-A25A-02476BE065F3|16119|Shiseso Health Centre|KAKAMEGA|USAID|USAID Boresha Jamii
F992BCDB-841E-4C69-AD00-0252DAF402D4|11576|Mata Dispensary (Taita)|TAITA TAVETA||
A11AA5A0-8F3E-4C09-8254-0266C2E7C271|17209|Kamasega Dispensary|KERICHO||
8B3DD084-055B-4241-8C28-026D70A2BDBA|13206|St Johns Ambulance|NAIROBI||
A2E941D4-A622-49BA-BB22-026EB609D45E|18355|Nasiger Dispensary|TURKANA||
6C59C636-AFC6-4463-A532-0277DC923864|16023|Mombasa Royal Clinic|KAKAMEGA||
6E0F27D1-B427-4D0A-BB6F-02784A936DCD|14012|Pand Pieri Community Dispensary|KISUMU|CDC|KCCB KARP
6402E746-2455-4731-BFBB-027B30826696|14023|Radier Dispensary|SIAYA|CDC|CHS Shinda Tena
908B7AE5-19D6-4EED-89E5-028C9E09589A|11906|Wesu District Hospital|TAITA TAVETA|USAID|USAID Stawisha Pwani
6F9C7AA5-44DB-4217-9BED-029AC51ECD72|17122|Ngeteti Community Health Dispensary|KIAMBU||
5AD7293F-9597-4722-81CB-029AD8AF080D|12691|Nzeluni Dispensary|KITUI||
2739F774-2E69-4541-A26B-02ABED9E9A23|18449|Kwa Mutalia Dispensary|MACHAKOS||
F6902FC1-5FBD-48FC-9EF2-02AF4DC475AD|15879|Enzaro Health Centre|VIHIGA||
30319B96-C4CA-415C-8BBA-02BA8FCF6072|12519|Miambani Health Centre|KITUI|USAID|CIHEB IMARA
4EB6539E-DB93-45BD-A3C8-02BA9EB6786A|18999|Alliance Medical Clinic|GARISSA||
360FED12-9C9A-4E1A-B50A-02BB242CFAE9|14586|Iten County Referral Hospital|ELGEYO/MARAKWET|USAID|USAID AMPATH Uzima
A72CB74C-569F-4DFE-BAD7-02D348521710|12030|Gatab Health Centre|MARSABIT||
04D0DB92-CEA9-45C2-8D50-02D59F65E085|16186|Dagamra Medical Clinic|KILIFI||
FE17EC0A-2B39-49B9-A31C-02E455D908DE|17156|Bukalama Dispensary|BUSIA||
3F352AF3-56F5-4FB0-8A7A-02E5F79B0FF3|19693|IFACO VCT|TRANS NZOIA||
33576037-9059-4995-B6C4-02E739C9DAE2|10428|Kahuti Medical Clinic|MURANG'A||
4251AE5E-49BE-427A-A362-02EAC19FFC79|17434|Kariobangi South Clinic|NAIROBI|USAID|USAID Fahari ya Jamii
877DA5C5-16DD-438A-8C0A-02F058A20A89|13143|Nairobi Pipeline Health|NAIROBI||
83D5314C-481B-487E-A151-02F2711BB46F|14157|Ulanda Dispensary|MIGORI|CDC|KCCB KARP
E4261713-1FFB-4D8D-9318-02F2DA7D0AF9|11820|St Mary's Medical Clinic  (magarini)|KILIFI||
6ABE4B3B-0DF1-47E4-80FB-02F5D34D9E39|10961|Rosa Medical Clinic|NYERI||
B7C09705-AAE1-4786-B34B-02F74D7EAC63|17064|Kalimbene Dispensary|MERU||
DCC8A957-29DF-410C-93BB-02F8F415F6B9|13742|Lwanda Gwassi Dispensary|HOMA BAY|CDC|LVCT Vukisha 95
82C03A7E-8345-468C-98C2-030774D0A55C|20827|Meridian Hospital Kiserian|KAJIADO||
178ACA13-3414-4756-9DD1-030F081925A5|11935|Athi River Community Hospital|MACHAKOS||
0D33EE29-659E-4F15-A25B-03126CF0F599|19599|Kenya Long Distance Truck Drivers Union VCT|KILIFI||
B6D5A97F-6EC6-4787-86E6-0314471356CC|21705|Kuoyo Health Center|KISUMU||
F09E526D-DF4B-4DB1-8B44-0322E9C1A25D|10040|Assumption of Mary Dispensary|MURANG'A||
2CBB1BF1-8E13-4B8D-B988-0329F386FD69|18226|First Baptist Dispensary|MACHAKOS||
85EBA8F5-ED06-4B03-8CD5-032AF6645EE1|11431|Jericho Medical Clinic|MOMBASA||
B51AF059-250C-4C85-888F-03379A89B472|12838|Wachoro Dispensary|EMBU||
F0B604EF-7A1F-4717-8915-03386D08D0E3|14428|Elburgon (PCEA) Dispensary|NAKURU||
67B0BD6C-B696-4EFA-A42A-034417403B76|19381|Success Medical Services|NAIROBI||
5E9A0590-F195-4B5E-BC20-0348E24C1DE6|13132|Ofafa I Clinic|NAIROBI||
1D6D9CF7-5EF9-493D-896B-034BEEBFFCAE|13110|Nairobi Hospital|NAIROBI||
CA1A2946-AF99-4DAC-94B2-0358D4059D6C|10399|Kagio Nursing Home (Kagio)|KIRINYAGA||
6E398807-D9FA-47CD-8734-035CF64D09DC|10334|Ichamara Medical Clinic|NYERI||
DB7681A1-3419-439F-BDFF-035E2C96C5A7|18392|Salivin Medical Clinic|BUNGOMA||
2235D3DD-6ABD-4A6B-B45E-035E8EAE65E4|14063|Rwambwa Sub-county Hospital|SIAYA|CDC|CHS Shinda Tena
11AC4968-80DA-4CC0-A1FC-03631D6C4F47|12953|Getrudes Hospital (Nairobi West Clinic)|NAIROBI||
1DB25E96-AEA8-4D3E-9A09-03699A4E4E5F|20360|Maximum medical centre|NAIROBI||
D5A03B5E-401B-4A72-99B0-037B39C34099|22356|The Almond Clinic|KITUI||
5661D900-C3D2-40CD-B586-038405BD359A|20135|Psyco Africa Consultancy|NAKURU||
0E3200C1-CBD0-4AC2-B70A-038439EF241F|21981|AAR Health Care Ruaka|KIAMBU||
662B4C20-61F8-4839-95A8-0384881A281D|17073|Koshok Dispensary|BUNGOMA||
E1CFC702-54C8-4DF7-A90F-038699F96322|12200|Karia Dispensary|MERU||
3C34AE9F-C2C5-40C8-BE8A-038B6994721D|14358|Chepsaita Dispensary|UASIN GISHU|USAID|USAID AMPATH Uzima
FDA3E6C7-DF53-412C-8D31-038D0AA0712C|13107|Naioth Medical Clinic|NAIROBI||
872830AF-EDD5-4B94-8121-03961388A50A|15723|Thigio Dispensary (Laikipia West)|LAIKIPIA||
9BD8E6C2-82F6-4EB0-BD59-039833E210EE|17020|Taito Community Dispensary|NANDI||
0EEFAD7C-E67B-4A97-8624-0398C4A0AEF2|16317|Kapletundo Dispensary|BOMET||
80B83130-5254-4EEB-A7D8-039DE7EC5901|12128|Kairungu Dispensary (Kyuso)|KITUI||
D7DA328B-AEE8-4EA3-A237-03A4B0E34188|17808|Kapkesembe Dispensary|BOMET||
D7FC9B76-08BF-4232-BB44-03A6B2699401|21045|Segero Dispensary (Nambale)|BUSIA||
7D7F2230-7EEE-4A69-90EC-03B567C48C55|16019|Miluki Dispensary|BUNGOMA||
F2D9B6F0-C890-4E10-88CC-03B943D93BA5|11752|Rainbow Medical Burangi|KILIFI||
78124AF2-5420-4023-B5FE-03C509DF0560|11666|Mtepeni Dispensary|KILIFI||
B405659C-7D96-4D9E-A219-03E77AF139AA|13992|Oroche Dispensary|KISII||
074B0D43-EFEC-49B2-A803-03E8C2F61BDE|14338|Chepkemel Health Centre (Kericho)|KERICHO||
B4A8CF58-3A38-4B08-946C-03E9407989B2|18677|Ionye Dispensary|KITUI||
D7B3507A-4F90-4FF4-8B53-03F03E4A934F|10527|Kiahuria Medical Clinic|KIAMBU||
497948A6-2BCA-4DB0-AC8A-03F2D2ADC826|16332|Tambach T T College Dispensary|ELGEYO/MARAKWET||
B913146B-9FC2-4495-BF86-03F30812026A|17603|Muamba Dispensary|KITUI||
5FF0624E-E359-4645-B57F-0400E24A6F23|10445|Kambiti Health Centre|MURANG'A|CDC|CHS Tegemeza Plus
24BB7DFE-C2BD-445B-9E41-040586EDF2EA|10249|Gichiche Health Center|NYERI|CDC|CHS Tegemeza Plus
4B641A2A-1251-4559-A255-0409F84FEEF9|20642|Becca Medical Clinic|MAKUENI||
EB06FAD1-165D-4CF4-8D7C-04114BA39C5C|10026|Amani Medical Clinic (Nyeri North)|NYERI||
8405B6A7-CF78-4F89-9864-04163F644AAD|11091|Thangathi Health Clinic|NYERI||
7EE83DE0-1F92-4B5B-8B67-0418DFBD5723|10132|Dr M M Gichangi Opthamological Clinic|NYERI||
D4CBDB1E-7A1D-4D1C-89A2-041B73C6646A|15200|Soin sub county hospital|NAKURU|USAID|USAID Tujenge Jamii
6616E871-0086-4931-ABA6-041E6EE46CCF|15882|Eshikhuyu Dispensary|KAKAMEGA||
F28B59A8-900E-4F6C-81AA-0421A0336663|19915|Iqra Medical Centre and Nursing Home|ISIOLO||
55E459EF-7C1F-4DA3-9FF9-04245D37FE77|21422|Musunguti Dispensary|VIHIGA||
7BEABBF3-34DC-44C4-9CC6-0429B99C5CC0|14996|Koyasa Dispensary|TURKANA||
F86B885D-CAFF-448F-9F0A-042F7676A51F|13162|Rgc Jipe Moyo Dispensary|NAIROBI||
F1D4CB61-8116-4DD2-9BC6-0431BF375FDF|10273|Githurai Community Clinic|KIAMBU||
4994CEAC-A63C-4FC5-9EA7-043C0463E6EA|16575|Huduma Medical Clinic|MERU||
86C6784B-31BB-477C-A725-043D9FFC54A4|21165|Afya Bora Medical Clinic (Mirangine)|NYANDARUA||
90F0C5C7-EB89-47CA-B5F7-0441E5801A11|14780|Kaptembwo Dispensary|BOMET||
4D0C9BF5-70D7-4C0F-BE5A-0442C32B35D9|21170|Kitui County Beyond Zero Campaign Mobile Clinic (3)|KITUI||
0E5CFB9A-C9C1-4D63-9CCD-0448E6A4D486|14870|Kimout Dispensary|KERICHO||
8DB8AD60-91E5-4BA7-AE70-044A87D435A5|13247|Victory Hospital|NAIROBI||
09F07AFD-49B8-481A-B621-044CBBD30140|16979|Emusire Sub County Hospital|VIHIGA|USAID|USAID Boresha Jamii
EC1A2105-1593-475B-9E82-044E853061E4|18703|Gakoromone Health Care Clinic|MERU||
96E45842-D981-4DE8-8988-04736A3B4D5E|20117|St John Medical Clinic|MACHAKOS||
D9CEB0AA-48EE-4373-8923-0475C86B1CD3|11152|Wahundura Dispensary|MURANG'A||
1F4F7250-A055-477C-BEFB-0482AAD301A7|11791|Shree Cuteh Sat Sanf Swaminara|MOMBASA||
28F6DDCE-7E7C-42C1-AF97-04832C0DEB52|17766|Kabururu Dispensary|THARAKA - NITHI||
339FC1B0-E50C-42AE-8183-049E364AA630|17483|Speak and Act|KIAMBU||
720AFB1F-9A41-43AE-B3AA-04A48455DC3B|17059|Ithangarari Dispensary|MURANG'A||
AA5E8E94-DDC2-4C03-83CC-04AFB46E39D5|12740|Somare Dispensary|MARSABIT||
8693E8D0-1F84-4779-B934-04AFDCE9C3B8|14672|Kamelil Dispensary (Tinderet)|NANDI||
72746777-73CE-472C-A5DC-04B0DF3CF7D8|13176|Samaritan Medical Services (Dandora)|NAIROBI||
1E6DC06F-60C7-43CC-BCF4-04B62E64C4B0|22096|Chimoi Medical Centre|KAKAMEGA||
BCC752FA-B633-46D5-B750-04BB9800ACFB|12533|Mitunguu Ccs Dispensary|MERU||
7738B45F-BB80-4490-B6E3-04BD822410CD|15677|Subukia Dispensary (Kipkelion)|KERICHO||
95E58366-6120-4ADE-BBD4-04C3A87FFA8F|19734|Kapsagawat Dispensary|NANDI||
72CA0F06-8512-45D5-B5C5-04C3AF1C1EBF|14747|Kapoleseroi Dispensary|BOMET||
E5101C03-2551-4B78-8C9A-04C41208136B|16403|Total Dispensary|NAKURU||
4484D127-BA17-4165-809F-04CDD251F1C7|12069|Igamatundu Dispensary|THARAKA - NITHI||
D7A4B821-F2DE-4D3C-B375-04CE5A184B78|10088|Caritas community hospital (Township)|KIAMBU||
AFB0C0A7-A526-4A6A-AECD-04CF76678675|16021|Moding Health Centre|BUSIA||
D51D9777-50F7-4DA6-96D5-04D5C080DEFD|16007|Matunda Nursing Home|KAKAMEGA||
6D0EBA4D-D71A-4848-A87A-04D65FDC7E68|20525|Kamundugi dispensary|BOMET||
C1D39227-9715-41D9-BA14-04D6CDFF4005|11572|Marungu Health Centre|TAITA TAVETA||
069D8DAD-4A64-4467-9CCA-04DB5DDC29E1|12286|Kiboko Dispensary|MAKUENI||
0BC138F4-4CAA-48FA-AB9C-04DF54906A63|14852|Kibini Hill (PCEA) Dispensary|KAJIADO||
01AF5A44-3610-489D-9C38-04DF825416A0|16076|Nasusi Dispensary|BUNGOMA||
C00DBF67-1A6A-438B-ABBA-04E2A0D01B95|19791|Miharate Medical Clinic|NYANDARUA||
7B66719F-FFF9-44A5-840B-04E4E19E68BC|12185|Kanyuambora Dispensary|EMBU||
530A82A9-7A11-4E5F-8134-04E5B77781EB|19248|Cheptarit Med Clinic|NANDI||
50DAC38C-C471-47D9-8A49-04EB450F42C8|15059|Lokichogio (AIC) Health Centre|TURKANA|USAID|USAID Imarisha Jamii
0CF05ABB-C879-40A2-858B-04EB9D8182B6|13211|St Jude's Medical Centre|NAIROBI||
6EA16C62-D2CA-4352-A7C8-04FB0D2C8255|13993|Oruba Nursing and Maternity Home|MIGORI|CDC|CIHEB ENTRENCH
42A276FB-3C84-42AF-9B32-05075CF08FCC|11732|Pamar Medical Clinic|MOMBASA||
81AA6D57-B6A3-446C-94B8-0517CFF2C67B|15826|Bumutiru Dispensary|BUSIA||
C06A0DC6-97BC-48A4-B1AD-051E74E332C0|11441|Joy Medical Clinic (Mwatate)|TAITA TAVETA||
29735DD0-9A51-43A4-AEBD-051F6963374E|10404|Kagumo Maternity|KIRINYAGA||
27F1C581-779E-4AB6-B333-05244B2799AD|12537|Miu Sub-Health Centre|MACHAKOS|USAID|CIHEB IMARA
8E1010D6-0849-45C5-818A-053817C62956|21766|St. Jairus|KISUMU|USAID|USAID Boresha Jamii
1EAC8CE8-D681-49D0-9062-053D5EE095F7|10078|By Faith Clinic (Thika)|KIAMBU||
99FBE116-4954-4A60-BB46-053E58E32CED|10747|Mugumo-Ini Medical Clinic|MURANG'A||
E1CAA91F-24C8-47A4-A4BA-0541C7E496D7|10241|Generations Medical Clinic|MURANG'A||
D0F90387-F3DE-4542-A22A-0544F57251AC|13008|Karma Dispensary|NAIROBI||
A3110A84-238C-42AC-AAA5-054CDF56E32A|13060|Makogeni Clinic|NAIROBI||
EF95506C-6790-42F8-9AD8-05533EC54CAA|17173|Onyinjo Dispensary|KISUMU||
F9DCEE6E-5016-4867-93B0-0553CE39CD1F|12501|Mbita Dispensary|EMBU||
906E8866-1000-4B77-A624-055A4E5D3CF1|16710|Kayaya Dispensary|BUNGOMA||
75F1ECA4-691E-45B9-876A-05603AF8519D|12494|Mavoko Medical Clinic|MACHAKOS||
39CCACB0-EF80-48FE-A6F2-0560A6AA72D1|11417|Ibnusina Nursing Home|LAMU||
DB0B10A1-FB45-4A2C-B42F-056AFB225A18|12579|Murambani Dispensary|THARAKA - NITHI||
8BF270DD-2906-45F0-82D5-056BB8060D03|19080|Oltukai Medical Clinic|KAJIADO||
58B786E1-481C-4593-AE8A-0575B7663472|14581|Isinet Dispensary|KAJIADO||
282BD2DD-0047-4C68-B21E-057774B1095A|19147|Mangina Dispensary|KITUI||
6CFCEFC6-9BCE-4165-854B-057AAE097678|10772|Munyaka Medical Clinic|NYERI||
DFE44B10-6C31-11EB-9D29-05855CF262CA|25260|Langi Kodera DISPENSARY|HOMA BAY|CDC|LVCT Vukisha 95
E83FC0B3-5BD0-4464-A58B-0586F6818820|16766|Miniambo Dispensary|HOMA BAY|CDC|LVCT Vukisha 95
